Stack, Frequency
 ,640940
ཪྻ,155
<,83
g,82
a,82
p,82
>,82
རྻ,26
(,10
),10
ཪྻེ,3
_,3
.,2
/,2
ཁྃ,1
ཪྻཱ,1
ཀྵྼཱྀ,1
་ི,1
ཨྃ,1
　,1
 ,1
 ྲ,1
རྀཾ,1
རཱྀཾ,1
ལྀཾ,1
ལཱྀཾ,1
„,1
རཱྃ,1
ྉྤ,1
 ི,1
ྈྐ,1
